signature_row_index,compound_embedding_row_index,source,signature_id,compound_name,parsed_cell_line,parsed_time,parsed_dose,split,time_hours,dose_um,log10_dose_um,cold_drug_split
23031,3104,L1000,L1000::azathioprine::HELA::::24H::3.33uM::REP.A003::F20::BRD-K32821942,Azathioprine; azathioprine,HELA,24H,3.33uM,train,24.0,3.33,0.5224442335063199,validation
23032,764,L1000,L1000::rimexolone::HELA::::24H::3.33uM::REP.A003::D02::BRD-K31627533,"(8S,9S,10R,11S,13S,14R,16R,17S)-11-hydroxy-10,13,16,17-tetramethyl-17-propanoyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-3-one; rimexolone",HELA,24H,3.33uM,train,24.0,3.33,0.5224442335063199,train
23033,5354,L1000,L1000::oprozomib::HELA::::24H::1.11uM::REP.A003::O09::BRD-A36331462,"N-[(2S)-3-methoxy-1-[[(2S)-3-methoxy-1-[[(2S)-1-(2-methyloxiran-2-yl)-1-oxo-3-phenylpropan-2-yl]amino]-1-oxopropan-2-yl]amino]-1-oxopropan-2-yl]-2-methyl-1,3-thiazole-5-carboxamide; oprozomib",HELA,24H,1.11uM,train,24.0,1.11,0.045322978786657475,test
23034,764,L1000,L1000::rimexolone::HELA::::24H::0.37uM::REP.A003::D04::BRD-K31627533,"(8S,9S,10R,11S,13S,14R,16R,17S)-11-hydroxy-10,13,16,17-tetramethyl-17-propanoyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-3-one; rimexolone",HELA,24H,0.37uM,train,24.0,0.37,-0.431798275933005,train
23035,444,L1000,L1000::MG-132::HELA::::24H::20uM::REP.A003::O06::BRD-K60230970,MG-132,HELA,24H,20uM,train,24.0,20.0,1.3010299956639813,train
23036,419,L1000,L1000::ciclesonide::HELA::::24H::1.11uM::REP.A003::M03::BRD-K35245662,Ciclesonide; ciclesonide,HELA,24H,1.11uM,train,24.0,1.11,0.045322978786657475,test
23037,1308,L1000,L1000::AVN-944::YAPC::::24H::10uM::REP.A018::A13::BRD-K62196610,AVN-944; Avn 944,YAPC,24H,10uM,train,24.0,10.0,1.0,train
23038,424,L1000,L1000::PHA-793887::YAPC::::24H::0.37uM::REP.A018::J10::BRD-K64800655,PHA-793887; Pha-793887,YAPC,24H,0.37uM,train,24.0,0.37,-0.431798275933005,train
23039,427,L1000,L1000::bortezomib::YAPC::::24H::20uM::REP.A018::C19::BRD-K50691590,Bortezomib,YAPC,24H,20uM,train,24.0,20.0,1.3010299956639813,train
23040,444,L1000,L1000::MG-132::YAPC::::24H::20uM::REP.A018::O06::BRD-K60230970,MG-132,YAPC,24H,20uM,train,24.0,20.0,1.3010299956639813,train
23041,427,L1000,L1000::bortezomib::YAPC::::24H::20uM::REP.A018::G18::BRD-K50691590,Bortezomib,YAPC,24H,20uM,test,24.0,20.0,1.3010299956639813,train
23042,427,L1000,L1000::bortezomib::YAPC::::24H::20uM::REP.A018::G13::BRD-K50691590,Bortezomib,YAPC,24H,20uM,test,24.0,20.0,1.3010299956639813,train
23044,1420,L1000,L1000::afatinib::YAPC::::24H::0.37uM::REP.A018::M04::BRD-K66175015,(E)-N-[4-(3-chloro-4-fluoroanilino)-7-[(3S)-oxolan-3-yl]oxyquinazolin-6-yl]-4-(dimethylamino)but-2-enamide; Afatinib,YAPC,24H,0.37uM,test,24.0,0.37,-0.431798275933005,train
23045,427,L1000,L1000::bortezomib::YAPC::::24H::20uM::REP.A018::G17::BRD-K50691590,Bortezomib,YAPC,24H,20uM,train,24.0,20.0,1.3010299956639813,train
23046,424,L1000,L1000::PHA-793887::YAPC::::24H::10uM::REP.A018::J07::BRD-K64800655,PHA-793887; Pha-793887,YAPC,24H,10uM,train,24.0,10.0,1.0,train
23047,444,L1000,L1000::MG-132::YAPC::::24H::20uM::REP.A018::O03::BRD-K60230970,MG-132,YAPC,24H,20uM,test,24.0,20.0,1.3010299956639813,train
23048,2510,L1000,L1000::prednisone::YAPC::::24H::3.33uM::REP.A018::C02::BRD-A62525898,"(8R,9R,10R,13S,14S,17R)-17-hydroxy-17-(2-hydroxyacetyl)-10,13-dimethyl-6,7,8,9,12,14,15,16-octahydrocyclopenta[a]phenanthrene-3,11-dione; prednisone",YAPC,24H,3.33uM,test,24.0,3.33,0.5224442335063199,train
23049,5349,L1000,L1000::bruceantin::YAPC::::24H::0.04uM::REP.A018::O12::BRD-A36057565,"bruceantin; methyl (1R,2S,3R,6R,8S,13S,14R,15R,16S,17S)-3-[(E)-3,4-dimethylpent-2-enoyl]oxy-15,16-dihydroxy-9,13-dimethyl-4,10,11-trioxo-5,18-dioxapentacyclo[12.5.0.01,6.02,17.08,13]nonadecane-17-carboxylate",YAPC,24H,0.04uM,train,24.0,0.04,-1.3979400086720375,train
23051,6372,L1000,L1000::MLN-9708::YAPC::::24H::0.125uM::REP.A018::N11::BRD-A66419424,MLN-9708; Mln9708,YAPC,24H,0.125uM,train,24.0,0.125,-0.9030899869919435,train
23053,427,L1000,L1000::bortezomib::YAPC::::24H::20uM::REP.A018::G15::BRD-K50691590,Bortezomib,YAPC,24H,20uM,train,24.0,20.0,1.3010299956639813,train
23054,427,L1000,L1000::bortezomib::YAPC::::24H::20uM::REP.A018::C20::BRD-K50691590,Bortezomib,YAPC,24H,20uM,train,24.0,20.0,1.3010299956639813,train
23055,424,L1000,L1000::PHA-793887::YAPC::::24H::3.33uM::REP.A018::J08::BRD-K64800655,PHA-793887; Pha-793887,YAPC,24H,3.33uM,test,24.0,3.33,0.5224442335063199,train
23056,444,L1000,L1000::MG-132::YAPC::::24H::20uM::REP.A018::K07::BRD-K60230970,MG-132,YAPC,24H,20uM,val,24.0,20.0,1.3010299956639813,train
23057,444,L1000,L1000::MG-132::YAPC::::24H::20uM::REP.A018::O04::BRD-K60230970,MG-132,YAPC,24H,20uM,train,24.0,20.0,1.3010299956639813,train
23058,1420,L1000,L1000::afatinib::YAPC::::24H::10uM::REP.A018::M01::BRD-K66175015,(E)-N-[4-(3-chloro-4-fluoroanilino)-7-[(3S)-oxolan-3-yl]oxyquinazolin-6-yl]-4-(dimethylamino)but-2-enamide; Afatinib,YAPC,24H,10uM,train,24.0,10.0,1.0,train
23059,1308,L1000,L1000::AVN-944::YAPC::::24H::1.11uM::REP.A018::A15::BRD-K62196610,AVN-944; Avn 944,YAPC,24H,1.11uM,train,24.0,1.11,0.045322978786657475,train
23060,5349,L1000,L1000::bruceantin::YAPC::::24H::3.33uM::REP.A018::O08::BRD-A36057565,"bruceantin; methyl (1R,2S,3R,6R,8S,13S,14R,15R,16S,17S)-3-[(E)-3,4-dimethylpent-2-enoyl]oxy-15,16-dihydroxy-9,13-dimethyl-4,10,11-trioxo-5,18-dioxapentacyclo[12.5.0.01,6.02,17.08,13]nonadecane-17-carboxylate",YAPC,24H,3.33uM,train,24.0,3.33,0.5224442335063199,train
23061,1420,L1000,L1000::afatinib::YAPC::::24H::1.11uM::REP.A018::M03::BRD-K66175015,(E)-N-[4-(3-chloro-4-fluoroanilino)-7-[(3S)-oxolan-3-yl]oxyquinazolin-6-yl]-4-(dimethylamino)but-2-enamide; Afatinib,YAPC,24H,1.11uM,train,24.0,1.11,0.045322978786657475,train
23062,424,L1000,L1000::PHA-793887::YAPC::::24H::1.11uM::REP.A018::J09::BRD-K64800655,PHA-793887; Pha-793887,YAPC,24H,1.11uM,train,24.0,1.11,0.045322978786657475,train
23063,444,L1000,L1000::MG-132::YAPC::::24H::20uM::REP.A018::K10::BRD-K60230970,MG-132,YAPC,24H,20uM,train,24.0,20.0,1.3010299956639813,train
23064,427,L1000,L1000::bortezomib::YAPC::::24H::20uM::REP.A018::C23::BRD-K50691590,Bortezomib,YAPC,24H,20uM,train,24.0,20.0,1.3010299956639813,train
23065,5349,L1000,L1000::bruceantin::YAPC::::24H::10uM::REP.A018::O07::BRD-A36057565,"bruceantin; methyl (1R,2S,3R,6R,8S,13S,14R,15R,16S,17S)-3-[(E)-3,4-dimethylpent-2-enoyl]oxy-15,16-dihydroxy-9,13-dimethyl-4,10,11-trioxo-5,18-dioxapentacyclo[12.5.0.01,6.02,17.08,13]nonadecane-17-carboxylate",YAPC,24H,10uM,val,24.0,10.0,1.0,train
23067,2510,L1000,L1000::prednisone::YAPC::::24H::0.04uM::REP.A018::C06::BRD-A62525898,"(8R,9R,10R,13S,14S,17R)-17-hydroxy-17-(2-hydroxyacetyl)-10,13-dimethyl-6,7,8,9,12,14,15,16-octahydrocyclopenta[a]phenanthrene-3,11-dione; prednisone",YAPC,24H,0.04uM,train,24.0,0.04,-1.3979400086720375,train
23070,762,L1000,L1000::fluticasone-propionate::YAPC::::24H::0.125uM::REP.A018::B23::BRD-K62310379,Fluticasone Propionate; fluticasone-propionate,YAPC,24H,0.125uM,train,24.0,0.125,-0.9030899869919435,train
23071,4158,L1000,L1000::miglitol::YAPC::::24H::1.11uM::REP.A018::E15::BRD-A63310107,Pharmakon1600-01504273; miglitol,YAPC,24H,1.11uM,train,24.0,1.11,0.045322978786657475,validation
23072,1308,L1000,L1000::AVN-944::YAPC::::24H::3.33uM::REP.A018::A14::BRD-K62196610,AVN-944; Avn 944,YAPC,24H,3.33uM,train,24.0,3.33,0.5224442335063199,train
23073,427,L1000,L1000::bortezomib::YAPC::::24H::20uM::REP.A018::C24::BRD-K50691590,Bortezomib,YAPC,24H,20uM,val,24.0,20.0,1.3010299956639813,train
23074,427,L1000,L1000::bortezomib::YAPC::::24H::20uM::REP.A018::G14::BRD-K50691590,Bortezomib,YAPC,24H,20uM,train,24.0,20.0,1.3010299956639813,train
23076,1420,L1000,L1000::afatinib::YAPC::::24H::3.33uM::REP.A018::M02::BRD-K66175015,(E)-N-[4-(3-chloro-4-fluoroanilino)-7-[(3S)-oxolan-3-yl]oxyquinazolin-6-yl]-4-(dimethylamino)but-2-enamide; Afatinib,YAPC,24H,3.33uM,test,24.0,3.33,0.5224442335063199,train
23077,6372,L1000,L1000::MLN-9708::YAPC::::24H::0.04uM::REP.A018::N12::BRD-A66419424,MLN-9708; Mln9708,YAPC,24H,0.04uM,train,24.0,0.04,-1.3979400086720375,train
23078,444,L1000,L1000::MG-132::YAPC::::24H::20uM::REP.A018::K11::BRD-K60230970,MG-132,YAPC,24H,20uM,train,24.0,20.0,1.3010299956639813,train
23079,444,L1000,L1000::MG-132::YAPC::::24H::20uM::REP.A018::K12::BRD-K60230970,MG-132,YAPC,24H,20uM,train,24.0,20.0,1.3010299956639813,train
23080,455,L1000,L1000::triptorelin::YAPC::::24H::10uM::REP.A018::C13::BRD-K62685538,triptorelin,YAPC,24H,10uM,train,24.0,10.0,1.0,train
23082,4188,L1000,L1000::hexachlorophene::HEPG2::::24H::4uM::CRCGN009::H04::BRD-K99792991,"3,4,6-trichloro-2-[(2,3,5-trichloro-6-hydroxyphenyl)methyl]phenol; Hexachlorophene; hexachlorophene",HEPG2,24H,4uM,train,24.0,4.0,0.6020599913279624,train
23086,4018,L1000,L1000::mitoxantrone::HEPG2::::24H::20uM::CRCGN009::C19::BRD-K21680192,Mitoxantrone; mitoxantrone,HEPG2,24H,20uM,train,24.0,20.0,1.3010299956639813,validation
23087,706,L1000,L1000::withaferin-a::HEPG2::::24H::2.5uM::CRCGN009::G16::BRD-K88378636,Withaferin A; withaferin-a,HEPG2,24H,2.5uM,train,24.0,2.5,0.3979400086720376,train
23088,1827,L1000,L1000::geldanamycin::HEPG2::::24H::20uM::CRCGN009::O01::BRD-A19500257,Geldanamycin; geldanamycin,HEPG2,24H,20uM,train,24.0,20.0,1.3010299956639813,train
23089,8211,L1000,L1000::kepone::HEPG2::::24H::20uM::CRCGN009::M19::BRD-A68045637,Chlordecone; kepone,HEPG2,24H,20uM,train,24.0,20.0,1.3010299956639813,test
23093,4188,L1000,L1000::hexachlorophene::HEPG2::::24H::1.25uM::CRCGN009::H06::BRD-K99792991,"3,4,6-trichloro-2-[(2,3,5-trichloro-6-hydroxyphenyl)methyl]phenol; Hexachlorophene; hexachlorophene",HEPG2,24H,1.25uM,test,24.0,1.25,0.09691001300805642,train
23096,1827,L1000,L1000::geldanamycin::HEPG2::::24H::4uM::CRCGN009::O03::BRD-A19500257,Geldanamycin; geldanamycin,HEPG2,24H,4uM,train,24.0,4.0,0.6020599913279624,train
23098,4188,L1000,L1000::hexachlorophene::HEPG2::::24H::40uM::CRCGN009::H01::BRD-K99792991,"3,4,6-trichloro-2-[(2,3,5-trichloro-6-hydroxyphenyl)methyl]phenol; Hexachlorophene; hexachlorophene",HEPG2,24H,40uM,train,24.0,40.0,1.6020599913279623,train
23099,8211,L1000,L1000::kepone::HEPG2::::24H::40uM::CRCGN009::F19::BRD-A68045637,Chlordecone; kepone,HEPG2,24H,40uM,train,24.0,40.0,1.6020599913279623,test
23106,4188,L1000,L1000::hexachlorophene::HEPG2::::24H::2.5uM::CRCGN009::H05::BRD-K99792991,"3,4,6-trichloro-2-[(2,3,5-trichloro-6-hydroxyphenyl)methyl]phenol; Hexachlorophene; hexachlorophene",HEPG2,24H,2.5uM,train,24.0,2.5,0.3979400086720376,train
23108,4018,L1000,L1000::mitoxantrone::HEPG2::::24H::2.5uM::CRCGN009::C22::BRD-K21680192,Mitoxantrone; mitoxantrone,HEPG2,24H,2.5uM,train,24.0,2.5,0.3979400086720376,validation
23110,4018,L1000,L1000::mitoxantrone::HEPG2::::24H::1.25uM::CRCGN009::C23::BRD-K21680192,Mitoxantrone; mitoxantrone,HEPG2,24H,1.25uM,train,24.0,1.25,0.09691001300805642,validation
23113,706,L1000,L1000::withaferin-a::HEPG2::::24H::1.25uM::CRCGN009::G17::BRD-K88378636,Withaferin A; withaferin-a,HEPG2,24H,1.25uM,train,24.0,1.25,0.09691001300805642,train
23116,4018,L1000,L1000::mitoxantrone::HEPG2::::24H::0.66uM::CRCGN009::C24::BRD-K21680192,Mitoxantrone; mitoxantrone,HEPG2,24H,0.66uM,train,24.0,0.66,-0.1804560644581313,validation
23119,4018,L1000,L1000::mitoxantrone::HEPG2::::24H::10uM::CRCGN009::C20::BRD-K21680192,Mitoxantrone; mitoxantrone,HEPG2,24H,10uM,train,24.0,10.0,1.0,validation
23120,4188,L1000,L1000::hexachlorophene::HEPG2::::24H::10uM::CRCGN009::H03::BRD-K99792991,"3,4,6-trichloro-2-[(2,3,5-trichloro-6-hydroxyphenyl)methyl]phenol; Hexachlorophene; hexachlorophene",HEPG2,24H,10uM,train,24.0,10.0,1.0,train
23121,1827,L1000,L1000::geldanamycin::HEPG2::::24H::1.25uM::CRCGN009::O05::BRD-A19500257,Geldanamycin; geldanamycin,HEPG2,24H,1.25uM,val,24.0,1.25,0.09691001300805642,train
23124,1827,L1000,L1000::geldanamycin::HEPG2::::24H::10uM::CRCGN009::O02::BRD-A19500257,Geldanamycin; geldanamycin,HEPG2,24H,10uM,train,24.0,10.0,1.0,train
23125,706,L1000,L1000::withaferin-a::HEPG2::::24H::4uM::CRCGN009::G15::BRD-K88378636,Withaferin A; withaferin-a,HEPG2,24H,4uM,train,24.0,4.0,0.6020599913279624,train
23127,706,L1000,L1000::withaferin-a::HEPG2::::24H::10uM::CRCGN009::G14::BRD-K88378636,Withaferin A; withaferin-a,HEPG2,24H,10uM,train,24.0,10.0,1.0,train
23129,1827,L1000,L1000::geldanamycin::HEPG2::::24H::0.66uM::CRCGN009::O06::BRD-A19500257,Geldanamycin; geldanamycin,HEPG2,24H,0.66uM,train,24.0,0.66,-0.1804560644581313,train
23130,1827,L1000,L1000::geldanamycin::HEPG2::::24H::2.5uM::CRCGN009::O04::BRD-A19500257,Geldanamycin; geldanamycin,HEPG2,24H,2.5uM,test,24.0,2.5,0.3979400086720376,train
23131,4188,L1000,L1000::hexachlorophene::HEPG2::::24H::20uM::CRCGN009::H02::BRD-K99792991,"3,4,6-trichloro-2-[(2,3,5-trichloro-6-hydroxyphenyl)methyl]phenol; Hexachlorophene; hexachlorophene",HEPG2,24H,20uM,test,24.0,20.0,1.3010299956639813,train
23134,1212,L1000,L1000::dimpylate::HEPG2::::24H::2.5uM::CRCGN009::J10::BRD-K60567437,Diazinon; dimpylate,HEPG2,24H,2.5uM,val,24.0,2.5,0.3979400086720376,train
23135,4018,L1000,L1000::mitoxantrone::HEPG2::::24H::4uM::CRCGN009::C21::BRD-K21680192,Mitoxantrone; mitoxantrone,HEPG2,24H,4uM,train,24.0,4.0,0.6020599913279624,validation
23138,2148,L1000,L1000::mepyramine::HEPG2::::24H::2.5uM::CRCGN009::G05::BRD-K97564742,Pyrilamine; mepyramine,HEPG2,24H,2.5uM,train,24.0,2.5,0.3979400086720376,validation
23139,444,L1000,L1000::MG-132::MCF7::::24H::20uM::REP.A015::K12::BRD-K60230970,MG-132,MCF7,24H,20uM,test,24.0,20.0,1.3010299956639813,train
23141,5371,L1000,L1000::combretastatin-A-4::MCF7::::24H::10uM::REP.A015::O07::BRD-K61195623,BRD-K61195623; Combretastatin A4,MCF7,24H,10uM,train,24.0,10.0,1.0,train
23143,2703,L1000,L1000::tozasertib::MCF7::::24H::0.37uM::REP.A015::L16::BRD-K59369769,Tozasertib; tozasertib,MCF7,24H,0.37uM,train,24.0,0.37,-0.431798275933005,train
23144,444,L1000,L1000::MG-132::MCF7::::24H::20uM::REP.A015::O05::BRD-K60230970,MG-132,MCF7,24H,20uM,train,24.0,20.0,1.3010299956639813,train
23145,444,L1000,L1000::MG-132::MCF7::::24H::20uM::REP.A015::K11::BRD-K60230970,MG-132,MCF7,24H,20uM,train,24.0,20.0,1.3010299956639813,train
23147,3565,L1000,L1000::dacinostat::MCF7::::24H::10uM::REP.A015::E13::BRD-K56957086,(E)-N-hydroxy-3-[4-[[2-hydroxyethyl-[2-(1H-indol-3-yl)ethyl]amino]methyl]phenyl]prop-2-enamide; Dacinostat,MCF7,24H,10uM,train,24.0,10.0,1.0,train
23148,1504,L1000,L1000::MK-2461::MCF7::::24H::10uM::REP.A015::D19::BRD-K56405753,MK-2461; Mk-2461,MCF7,24H,10uM,train,24.0,10.0,1.0,train
23149,427,L1000,L1000::bortezomib::MCF7::::24H::20uM::REP.A015::C21::BRD-K50691590,Bortezomib,MCF7,24H,20uM,test,24.0,20.0,1.3010299956639813,train
23150,3565,L1000,L1000::dacinostat::MCF7::::24H::0.125uM::REP.A015::E17::BRD-K56957086,(E)-N-hydroxy-3-[4-[[2-hydroxyethyl-[2-(1H-indol-3-yl)ethyl]amino]methyl]phenyl]prop-2-enamide; Dacinostat,MCF7,24H,0.125uM,val,24.0,0.125,-0.9030899869919435,train
23152,1455,L1000,L1000::amonafide::MCF7::::24H::10uM::REP.A015::C13::BRD-K56334280,Amonafide; amonafide,MCF7,24H,10uM,train,24.0,10.0,1.0,train
23153,739,L1000,L1000::romidepsin::MCF7::::24H::0.37uM::REP.A015::P16::BRD-K61397605,Romidepsin; romidepsin,MCF7,24H,0.37uM,train,24.0,0.37,-0.431798275933005,test
23156,444,L1000,L1000::MG-132::MCF7::::24H::20uM::REP.A015::K07::BRD-K60230970,MG-132,MCF7,24H,20uM,train,24.0,20.0,1.3010299956639813,train
23157,3878,L1000,L1000::niacin::MCF7::::24H::0.04uM::REP.A015::M24::BRD-K60237333,Nicotinic Acid; niacin,MCF7,24H,0.04uM,train,24.0,0.04,-1.3979400086720375,train
23158,427,L1000,L1000::bortezomib::MCF7::::24H::20uM::REP.A015::G13::BRD-K50691590,Bortezomib,MCF7,24H,20uM,train,24.0,20.0,1.3010299956639813,train
23159,427,L1000,L1000::bortezomib::MCF7::::24H::20uM::REP.A015::C24::BRD-K50691590,Bortezomib,MCF7,24H,20uM,val,24.0,20.0,1.3010299956639813,train
23161,1376,L1000,L1000::voxtalisib::MCF7::::24H::3.33uM::REP.A015::C08::BRD-K56291712,Voxtalisib; voxtalisib,MCF7,24H,3.33uM,train,24.0,3.33,0.5224442335063199,train
23162,1455,L1000,L1000::amonafide::MCF7::::24H::3.33uM::REP.A015::C14::BRD-K56334280,Amonafide; amonafide,MCF7,24H,3.33uM,train,24.0,3.33,0.5224442335063199,train
23163,2275,L1000,L1000::epirubicin::MCF7::::24H::1.11uM::REP.A015::E09::BRD-K56844688,Epirubicin; epirubicin,MCF7,24H,1.11uM,val,24.0,1.11,0.045322978786657475,test
23164,444,L1000,L1000::MG-132::MCF7::::24H::20uM::REP.A015::K10::BRD-K60230970,MG-132,MCF7,24H,20uM,train,24.0,20.0,1.3010299956639813,train
23165,3565,L1000,L1000::dacinostat::MCF7::::24H::0.37uM::REP.A015::E16::BRD-K56957086,(E)-N-hydroxy-3-[4-[[2-hydroxyethyl-[2-(1H-indol-3-yl)ethyl]amino]methyl]phenyl]prop-2-enamide; Dacinostat,MCF7,24H,0.37uM,train,24.0,0.37,-0.431798275933005,train
23166,1147,L1000,L1000::resatorvid::MCF7::::24H::0.04uM::REP.A015::P24::BRD-K61567297,Resatorvid; resatorvid,MCF7,24H,0.04uM,train,24.0,0.04,-1.3979400086720375,train
23167,5371,L1000,L1000::combretastatin-A-4::MCF7::::24H::0.37uM::REP.A015::O10::BRD-K61195623,BRD-K61195623; Combretastatin A4,MCF7,24H,0.37uM,train,24.0,0.37,-0.431798275933005,train
23170,444,L1000,L1000::MG-132::MCF7::::24H::20uM::REP.A015::K09::BRD-K60230970,MG-132,MCF7,24H,20uM,train,24.0,20.0,1.3010299956639813,train
23171,2703,L1000,L1000::tozasertib::MCF7::::24H::10uM::REP.A015::L13::BRD-K59369769,Tozasertib; tozasertib,MCF7,24H,10uM,test,24.0,10.0,1.0,train
23172,1376,L1000,L1000::voxtalisib::MCF7::::24H::10uM::REP.A015::C07::BRD-K56291712,Voxtalisib; voxtalisib,MCF7,24H,10uM,train,24.0,10.0,1.0,train
23173,4192,L1000,L1000::AM-24::MCF7::::24H::3.33uM::REP.A015::I20::BRD-K59013864,"2,4,6-Triiodophenol; AM-24",MCF7,24H,3.33uM,train,24.0,3.33,0.5224442335063199,train
23174,739,L1000,L1000::romidepsin::MCF7::::24H::0.04uM::REP.A015::P18::BRD-K61397605,Romidepsin; romidepsin,MCF7,24H,0.04uM,train,24.0,0.04,-1.3979400086720375,test
23176,444,L1000,L1000::MG-132::MCF7::::24H::20uM::REP.A015::O03::BRD-K60230970,MG-132,MCF7,24H,20uM,train,24.0,20.0,1.3010299956639813,train
23178,739,L1000,L1000::romidepsin::MCF7::::24H::3.33uM::REP.A015::P14::BRD-K61397605,Romidepsin; romidepsin,MCF7,24H,3.33uM,train,24.0,3.33,0.5224442335063199,test
23179,2275,L1000,L1000::epirubicin::MCF7::::24H::3.33uM::REP.A015::E08::BRD-K56844688,Epirubicin; epirubicin,MCF7,24H,3.33uM,train,24.0,3.33,0.5224442335063199,test
23180,2703,L1000,L1000::tozasertib::MCF7::::24H::0.04uM::REP.A015::L18::BRD-K59369769,Tozasertib; tozasertib,MCF7,24H,0.04uM,val,24.0,0.04,-1.3979400086720375,train
23181,427,L1000,L1000::bortezomib::MCF7::::24H::20uM::REP.A015::C22::BRD-K50691590,Bortezomib,MCF7,24H,20uM,train,24.0,20.0,1.3010299956639813,train
23183,5091,L1000,L1000::cytisine::MCF7::::24H::10uM::REP.A015::A07::BRD-A55579717,cytisine,MCF7,24H,10uM,train,24.0,10.0,1.0,train
23185,2275,L1000,L1000::epirubicin::MCF7::::24H::0.37uM::REP.A015::E10::BRD-K56844688,Epirubicin; epirubicin,MCF7,24H,0.37uM,train,24.0,0.37,-0.431798275933005,test
23186,2703,L1000,L1000::tozasertib::MCF7::::24H::3.33uM::REP.A015::L14::BRD-K59369769,Tozasertib; tozasertib,MCF7,24H,3.33uM,test,24.0,3.33,0.5224442335063199,train
23187,3565,L1000,L1000::dacinostat::MCF7::::24H::3.33uM::REP.A015::E14::BRD-K56957086,(E)-N-hydroxy-3-[4-[[2-hydroxyethyl-[2-(1H-indol-3-yl)ethyl]amino]methyl]phenyl]prop-2-enamide; Dacinostat,MCF7,24H,3.33uM,train,24.0,3.33,0.5224442335063199,train
23189,739,L1000,L1000::romidepsin::MCF7::::24H::0.125uM::REP.A015::P17::BRD-K61397605,Romidepsin; romidepsin,MCF7,24H,0.125uM,train,24.0,0.125,-0.9030899869919435,test
23190,444,L1000,L1000::MG-132::MCF7::::24H::20uM::REP.A015::O01::BRD-K60230970,MG-132,MCF7,24H,20uM,train,24.0,20.0,1.3010299956639813,train
23192,3565,L1000,L1000::dacinostat::MCF7::::24H::1.11uM::REP.A015::E15::BRD-K56957086,(E)-N-hydroxy-3-[4-[[2-hydroxyethyl-[2-(1H-indol-3-yl)ethyl]amino]methyl]phenyl]prop-2-enamide; Dacinostat,MCF7,24H,1.11uM,train,24.0,1.11,0.045322978786657475,train
23193,5371,L1000,L1000::combretastatin-A-4::MCF7::::24H::0.125uM::REP.A015::O11::BRD-K61195623,BRD-K61195623; Combretastatin A4,MCF7,24H,0.125uM,train,24.0,0.125,-0.9030899869919435,train
23194,427,L1000,L1000::bortezomib::MCF7::::24H::20uM::REP.A015::G14::BRD-K50691590,Bortezomib,MCF7,24H,20uM,train,24.0,20.0,1.3010299956639813,train
23196,427,L1000,L1000::bortezomib::MCF7::::24H::20uM::REP.A015::G15::BRD-K50691590,Bortezomib,MCF7,24H,20uM,train,24.0,20.0,1.3010299956639813,train
23197,5426,L1000,L1000::tedizolid::MCF7::::24H::10uM::REP.A015::L19::BRD-K59436580,Tedizolid; tedizolid,MCF7,24H,10uM,train,24.0,10.0,1.0,train
23200,444,L1000,L1000::MG-132::MCF7::::24H::20uM::REP.A015::K08::BRD-K60230970,MG-132,MCF7,24H,20uM,train,24.0,20.0,1.3010299956639813,train
23202,2075,L1000,L1000::dacomitinib::MCF7::::24H::0.04uM::REP.A015::F24::BRD-K57169635,Dacomitinib; dacomitinib,MCF7,24H,0.04uM,train,24.0,0.04,-1.3979400086720375,test
23204,427,L1000,L1000::bortezomib::MCF7::::24H::20uM::REP.A015::C19::BRD-K50691590,Bortezomib,MCF7,24H,20uM,train,24.0,20.0,1.3010299956639813,train
23205,427,L1000,L1000::bortezomib::MCF7::::24H::20uM::REP.A015::C20::BRD-K50691590,Bortezomib,MCF7,24H,20uM,train,24.0,20.0,1.3010299956639813,train
23206,427,L1000,L1000::bortezomib::MCF7::::24H::20uM::REP.A015::G17::BRD-K50691590,Bortezomib,MCF7,24H,20uM,val,24.0,20.0,1.3010299956639813,train
23208,5365,L1000,L1000::primaquine::MCF7::::24H::0.04uM::REP.A015::A24::BRD-A55913614,Primaquine; primaquine,MCF7,24H,0.04uM,train,24.0,0.04,-1.3979400086720375,train
23209,881,L1000,L1000::dabigatran-etexilate::MCF7::::24H::0.125uM::REP.A015::F17::BRD-K57041787,dabigatran-etexilate; ethyl 3-[[2-[[4-(N'-hexoxycarbonylcarbamimidoyl)anilino]methyl]-1-methylbenzimidazole-5-carbonyl]-pyridin-2-ylamino]propanoate,MCF7,24H,0.125uM,train,24.0,0.125,-0.9030899869919435,validation
23210,2275,L1000,L1000::epirubicin::MCF7::::24H::10uM::REP.A015::E07::BRD-K56844688,Epirubicin; epirubicin,MCF7,24H,10uM,train,24.0,10.0,1.0,test
23211,3565,L1000,L1000::dacinostat::MCF7::::24H::0.04uM::REP.A015::E18::BRD-K56957086,(E)-N-hydroxy-3-[4-[[2-hydroxyethyl-[2-(1H-indol-3-yl)ethyl]amino]methyl]phenyl]prop-2-enamide; Dacinostat,MCF7,24H,0.04uM,val,24.0,0.04,-1.3979400086720375,train
23212,5371,L1000,L1000::combretastatin-A-4::MCF7::::24H::1.11uM::REP.A015::O09::BRD-K61195623,BRD-K61195623; Combretastatin A4,MCF7,24H,1.11uM,train,24.0,1.11,0.045322978786657475,train
